debut;fin;pays_origine;ville_origine;pays;ville;lieu;mode_deplacement;acronyme;libelle;faculte
2019-01-21;2019-02-05;Belgique;Bruxelles;Nouvelle-Zélande;Wellington;Victoria University of Wellington [NZ];avion_long_courrier_eco;L&L;Département de Langues et Lettres;LTC
2018-11-22;2018-11-24;Belgique;Bruxelles;Pays-Bas;Leyde;Leiden University [NL];train;L&L;Département de Langues et Lettres;LTC
2019-01-09;2019-01-09;Belgique;Bruxelles;France;Paris;Université Paris-Sorbonne (Paris IV) [FR];train;L&L;Département de Langues et Lettres;LTC
2019-01-17;2019-01-31;Belgique;Bruxelles;Égypte;Louxor;CReA-Patrimoine;avion_courte_distance;L&L;Département de Langues et Lettres;LTC
2018-09-20;2018-09-23;Belgique;Bruxelles;Re. Tcheque;Prague;CERGE-EI;avion_courte_distance;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-22;2019-01-31;Belgique;Bruxelles;France;Lille;AgroParisTech [FR];train;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2019-02-13;2019-02-20;Belgique;Bruxelles;Pologne;Cracovie;Université Jagiellon, Institut de sociologie;avion_courte_distance;DECB;Décanat de la Faculté de Philosophie et Sciences Sociales;PHILOSCSOC
2019-01-09;2019-01-09;Belgique;Bruxelles;Belgique; 4540 Amay;Brexgata University Academy [BE];voiture_diesel;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2019-01-20;2019-01-23;Belgique;Bruxelles;Espagne;Madrid;Universidad Autónoma de Madrid;;SIC;Département des Sciences de l'information et de la communication;LTC
2019-01-28;2019-02-01;Belgique;Bruxelles;Espagne;Madrid;Universidad Autónoma de Madrid [ES] + Universidad Carlos 3 de Madrid + Complutense;avion_courte_distance;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2019-02-22;2019-02-23;Allemagne;Berlin;Allemagne;Bamberg;Bamberg Graduate School of Social Sciences;train;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2019-02-16;2019-03-01;Belgique;Bruxelles;Djibouti;Djibouti;Université de Djibouti [DJ];avion_long_courrier_eco;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2019-02-15;2019-02-18;Belgique;Bruxelles;Royaume-Uni;Reading;University of Reading [GB];train;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2019-01-23;2019-01-26;Belgique;Bruxelles;France;Paris et Strasbourg;Université de Strasbourg et EHESS;train;L&L;Département de Langues et Lettres;LTC
2019-05-20;2019-05-24;Belgique;Bruxelles;Autriche;Innsbruck;Universität Innsbruck [AT];train;TI;Département de Traduction et Interprétation (ISTI-Cooremans);LTC
2019-01-27;2019-01-28;Belgique;Bruxelles;Espagne;Seville;University;;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-14;2019-01-15;Belgique;Bruxelles;France;Paris;AgroParisTech [FR];;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-02-18;2019-05-17;Belgique;Bruxelles;Suède;Stockholm;Stockholm University [SE];avion_courte_distance;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-21;2019-01-26;Algérie;Boumerdes;Algérie;Boumerdes;Centre Universitaire d'Oum El Bouaghi [DZ];avion_courte_distance;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2019-01-23;2019-03-10;Belgique;Bruxelles;USA;New York;Gradute Centre, City University of New York;avion_long_courrier_eco;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2019-01-17;2019-01-17;Belgique;Bruxelles;France;Paris;EHESS;train;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2019-01-25;2019-01-25;Belgique;Bruxelles;Pays-Bas;Maastricht;University of Maastricht [NL];voiture_essence;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2019-01-10;2019-01-11;Belgique;Bruxelles;France;Paris;Institut Français de Presse, Université Paris Assas;train;SIC;Département des Sciences de l'information et de la communication;LTC
2019-01-30;2019-02-02;Belgique;Bruxelles;Allemagne;Berlin;AKAD Hochschulen für Berufstätige, Fachhochschule Leipzig [DE];avion_courte_distance;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2018-12-30;2019-01-06;Belgique;Bruxelles;Jordanie;Amman;X;avion_long_courrier_eco;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2019-03-29;2019-03-31;Belgique;Bruxelles;Pays-Bas;Amsterdam;Pays-Bas;train;L&L;Département de Langues et Lettres;LTC
2019-01-15;2019-02-01;Belgique;Bruxelles;Israel;Tel Aviv;IDC;avion_long_courrier_eco;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-13;2019-01-20;Belgique;Bruxelles;Japon;Tokyo;Waseda University [JP];avion_long_courrier_eco;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2019-01-21;2019-01-22;Belgique;Bruxelles;Espagne;Madrid;Universidad Autónoma de Madrid [ES];avion_courte_distance;SIC;Département des Sciences de l'information et de la communication;LTC
2019-01-15;2019-01-26;Belgique;Bruxelles;Italie;Rome;Italie, Academia Belgica;avion_courte_distance;DECB;Décanat de la Faculté de Philosophie et Sciences Sociales;PHILOSCSOC
2019-02-22;2019-02-24;Belgique;Bruxelles;Allemagne;Bamberg;Université de Bamberg;avion_long_courrier_eco;DECB;Décanat de la Faculté de Philosophie et Sciences Sociales;PHILOSCSOC
2019-02-22;2019-02-24;Belgique;Bruxelles;Allemagne;Bamberg;AKAD Hochschulen für Berufstätige, Fachhochschule Leipzig [DE];avion_long_courrier_eco;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2018-11-15;2018-11-21;Belgique;Bruxelles;France;Paris;Ecole Pratique des Hautes Etudes;train;L&L;Département de Langues et Lettres;LTC
2019-04-19;2019-04-28;Belgique;Bruxelles;Argentine;Rosario;Universidad Nacional de Rosario [AR];avion_long_courrier_eco;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2019-01-29;2019-01-30;Belgique;Bruxelles;Allemagne;Göttingen;Georg-August Universität Göttingen [DE];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-17;2019-01-17;Belgique;Bruxelles;Pays-Bas;Leiden;Leiden University [NL];voiture_diesel;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-02-19;2019-03-07;Belgique;Bruxelles;Rwanda et Tanzanie;Kigali et Arusha;Arusha (Tanzanie) et Rwanda;avion_long_courrier_eco;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2019-02-19;2019-03-07;Belgique;Bruxelles;Tanzanie et Rwanda;Arusha et Kigali;Arusha (Tanzanie) et Rwanda;avion_long_courrier_eco;SIC;Département des Sciences de l'information et de la communication;LTC
2019-01-30;2019-01-30;Belgique;Ottignies;Allemagne;Bonn;Bonn International Center for Conversion (BICC);voiture_diesel;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2019-01-17;2019-01-17;Belgique;Etterbeek;Pays-Bas;Leiden;Leiden University [NL];voiture_essence;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-16;2019-01-18;Belgique;Bruxelles;France;Lille;Université de Lille 2;voiture_diesel;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2019-01-06;2019-01-13;Belgique;Bruxelles;États-Unis;Chicago;Northwestern U, Ohio State U Fisher School of Business, U of Chicago Law Shool;;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2018-12-04;2018-12-08;Belgique;Bruxelles;Italie;Treia;Italie, Accademia Georgica di Treia;avion_courte_distance;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-27;2019-01-30;Belgique;Bruxelles;Italie;Naples;Italie / Università Federico II (Napoli);avion_long_courrier_eco;DECB;Décanat de la Faculté de Philosophie et Sciences Sociales;PHILOSCSOC
2019-01-22;2019-01-22;Belgique;Bruxelles;France;Paris;Institut Henri Poincaré - SFdS;train;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2019-01-22;2019-01-22;Belgique;Bruxelles;France;Paris;AgroParisTech [FR];;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-05-02;2019-05-04;Belgique;Bruxelles;Allemagne;Berlin;Freie Universität Berlin [DE];avion_courte_distance;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-24;2019-01-26;Belgique;Bruxelles;Royaume-Uni;Oxford;University of Oxford [GB];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-18;2019-01-25;Belgique;Bruxelles;Italie;Venezia;Italie Universita Ca Foscari;avion_courte_distance;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-18;2019-01-25;Belgique;Bruxelles;Italie;Venezia;Italie, Universita Ca'Foscari, Venice;avion_courte_distance;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-15;2019-01-16;Belgique;Bruxelles;UK;Londres;UCL and DfID;train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-25;2019-01-26;Belgique;Bruxelles;UK;Londres;DfID (UK development agency);train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-02-13;2019-02-18;Belgique;Bruxelles;France;Toulouse/Monttpellier;"Toulouse: TSE; Montepllier: archives";train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-02-10;2019-02-12;Belgique;Bruxelles;Netherlands;Amsterdam;APG Group N.V., Amsterdam Symphony, Gustav Mahlerplein 3, 1082 MS, Amsterdam;train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-02-23;2019-03-03;Belgique;Bruxelles;États-Unis;San Francisco;Stanford University [US] University of California at Berkeley [US];avion_long_courrier_eco;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-02-19;2019-02-21;Belgique;Bruxelles;Royaume-Uni;London;London Business School [GB];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-03-14;2019-03-16;Belgique;Bruxelles;Royaume-Uni;Oxford;University of Oxford [GB];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2018-12-11;2018-12-16;Belgique;Bruxelles;Israël;Tel Aviv;Bar-Ilan University, Tel Aviv, Israel;avion_long_courrier_eco;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2018-12-03;2018-12-09;Belgique;Bruxelles;États-Unis;New York;New York University [US];avion_long_courrier_eco;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-05-26;2019-05-30;Belgique;Bruxelles;Italie;Menaggio;Italie, Villa Vigoni, German-Italian Center for European Excellence;avion_courte_distance;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-06-23;2019-06-29;Belgique;Bruxelles;France;;Université Lumiére (Lyon II) [FR];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-18;2019-01-18;Belgique;Bruxelles;belgique;Gand;Université de Gand;train;L&L;Département de Langues et Lettres;LTC
2019-01-20;2019-01-22;Belgique;Bruxelles;Espagne;Madrid;Barcelona Graduate School of Economics [ES];avion_courte_distance;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2019-01-18;2019-01-25;Belgique;Bruxelles;France;Caen;Université de Caen Basse Normandie [FR];voiture_diesel;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2019-01-20;2019-01-22;Belgique;Bruxelles;Allemagne;Ratisbonne;Universität Regensburg [DE];avion_courte_distance;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-20;2019-01-26;Belgique;Bruxelles;Italie;Florence;Abdus Salam international centre for theoretical physics [IT];avion_courte_distance;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2019-01-27;2019-01-29;Belgique;Bruxelles;Italie;Rome;"Università di Roma - ""La Sapienza""";avion_courte_distance;L&L;Département de Langues et Lettres;LTC
2019-03-23;2019-03-26;Belgique;Bruxelles;France;Paris;Université Panthéon-Sorbonne (Paris I) [FR];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-10-02;2019-10-06;Belgique;Bruxelles;Suisse;Geneve;Graduate Institute Geneva;avion_courte_distance;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-02;2019-01-09;Belgium;Brussels;USA;Atlanta, GA;Allied Social Science Association;avion_long_courrier_eco;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-11;2019-01-11;Belgique;Bruxelles;France;Paris;AgroParisTech [FR];train;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2019-01-22;2019-01-27;Belgique;Bruxelles;Italie;rome;université de rome et bibliothèque;avion_courte_distance;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2019-01-25;2019-01-25;Belgique;Bruxelles;Belgique;Leuven;Katholieke Universiteit Leuven [BE];voiture_essence;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-07-01;2019-07-06;Belgique;Charleroi;Liban;Beyrouth;Liban, Beyrouth, Université Saint Joseph;avion_long_courrier_eco;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2019-01-30;2019-01-30;Belgique;Bruxelles;France;Paris;Ile de France - Energies (ex Energies Posit'If);train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-31;2019-01-31;Belgique;Bruxelles;France;Paris;Paris;train;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2019-01-23;2019-01-25;Belgique;Bruxelles;France;Rennes;Sciences po Rennes;train;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2019-01-23;2019-01-25;Belgique;Bruxelles;Espagne;Barcelone;Universitat Pompeu Fabra [ES];avion_courte_distance;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2019-01-23;2019-01-23;Belgique;Bruxelles;France;Paris;Maison de la Recherche de l'Université Sorbonne Nouvelle Paris 3;train;L&L;Département de Langues et Lettres;LTC
2019-02-25;2019-02-28;Belgique;Bruxelles;Pologne;Pozna?;Université Adam Mickiewicz - Poznan [PL];avion_courte_distance;L&L;Département de Langues et Lettres;LTC
2019-01-31;2019-01-31;Belgique;France;France;Paris;Entretien de recherche;train;SIC;Département des Sciences de l'information et de la communication;LTC
2019-01-30;2019-02-01;Belgique;Bruxelles;France;Grenoble;Université Grenoble-Alpes;train;L&L;Département de Langues et Lettres;LTC
2019-01-16;2019-01-23;Belgique;Bruxelles;France;Paris;Sciences Po;train;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2019-05-22;2019-05-24;Belgique;Bruxelles;France;Paris;French National Research and Safety Institute (INRS);train;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2019-01-24;2019-01-29;Belgique;Bruxelles;Pays-Bas;Rotterdam;International Film Festival Rotterdam;train;SIC;Département des Sciences de l'information et de la communication;LTC
2019-01-23;2019-01-24;Belgique;Bruxelles;Allemagne;Duesseldorf;Heinrich-Heine Universität Düsseldorf [DE];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-06-23;2019-06-28;Belgique;Bruxelles;France;Châtenay-sur-Seine;La Pépinière;train;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2019-03-05;2019-03-17;Belgium;Antwerp;Japon;Sapporo;Sapporo University [JP];avion_long_courrier_eco;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2018-01-23;2018-01-24;Belgique;Bruxelles;Royaume-Uni;London;London Business School [GB];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-02-22;2019-04-07;Belgique;Bruxelles;Pérou;Lima/Pachacamac;Pontificia Universidad Católica del Perú [PE];avion_long_courrier_eco;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2018-02-27;2018-03-01;Belgique;Bruxelles;Royaume-Uni;London;London Business School [GB];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-26;2019-02-01;Belgique;Bruxelles;France;Paris;Ecole Normale Supérieure de Cachan [FR];;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-02-13;2019-02-13;Belgique;Bruxelles;France;Paris;Maison de la Recherche de l'Université Sorbonne Nouvelle;train;L&L;Département de Langues et Lettres;LTC
2019-07-01;2019-07-05;Belgique;Bruxelles;France;Bordeaux;Science Po Bordeaux;train;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2018-11-11;2018-11-13;Belgique;Bruxelles;Allemagne;Berlin;ESMT;avion_courte_distance;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2018-04-02;2018-04-08;Belgique;Bruxelles;UK;Edinburgh;Standard Life Investments (Aberdeen Standard);;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2018-05-02;2018-05-04;Belgique;Bruxelles;Germany;Berlin;European School of Management and Technology (ESMT);;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2018-05-09;2018-05-10;Belgique;Bruxelles;Royaume-Uni;London;London Business School [GB];;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2019-01-27;2019-01-28;Belgique;Bruxelles;Allemagne;Dusseldorf;Heinrich-Heine Universität Düsseldorf [DE];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2018-05-10;2018-05-12;Belgique;Bruxelles;Royaume-Uni;Oxford;University of Oxford [GB];train;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
2018-05-27;2018-06-07;Belgique;Bruxelles;États-Unis;Cambridge (Mass);Harvard University [US];;DECS;Dean's Office - Solvay Brussels School of Economics and Management;SBS
